Author,Comment,PublishedAt
@anikaangela1927,janji setia menjaga hati luvu bii sh nya,2023-07-01T21:12:37Z
@anikaangela1927,penambahan view 79248 kemarin 74458 gas moo naikin lgi yuuuk,2023-07-01T21:11:22Z
@bsghozali,248,2023-07-01T14:08:21Z
@nyomanalitsusena3269,juli 2023,2023-07-01T08:39:42Z
@RealLayla,purapura hati sakit hati,2023-07-01T01:55:20Z
@madedianti344,perfecttt,2023-06-30T23:53:45Z
@syariatulhasanah3100,gass 50 juta moo yukk,2023-06-30T15:51:20Z
@zahrohputralestari1141,lagunya bagus menjaga hati yaa dokter deny bastian zahroh,2023-06-30T15:49:08Z
@nazrulismail7266,selen janji setia janji ga lari,2023-06-30T13:50:31Z
@pujiastutik5157,musik video obat kangen rindu titi n alshad samabaik berdua semoga lg kangeeeeen,2023-06-30T01:55:02Z
@anikaangela1927,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-06-30T00:54:46Z
@vearlyanaayu2917,still fav song,2023-06-29T21:36:11Z
@ajengcitra9188,lagunya titi suka,2023-06-29T12:43:11Z
@raacrjn9493,jujur smpe musik video terfavorit suka musik video titi musik video bedaa istimewa nya,2023-06-29T05:40:53Z
@trieyulianto7618,lagu menggambarkan rindu berat kekasih orang tua sahabat guru orang terdekat hidup tiada dll gambarkan lagu,2023-06-29T04:06:44Z
@windrijayani,rindu berat bener kta dilan semangat,2023-06-29T02:23:57Z
@heruljr9027,jarak menyingkap rahasia besarnya suka memudar,2023-06-28T17:01:03Z
@kurniawanberdagang9701,candu lagu nya nagih kalo gak nonton kadang kangen pengen lihat konsep lagu visual nya bagus,2023-06-28T14:51:27Z
@langitbiru9698,247 klimaksnya,2023-06-28T14:48:49Z
@ipankhery4286,ga bosen denger lagu walupun diputer berulang ulang related sm kehidupan ldr ku sukses selau ya ti mootiara,2023-06-28T13:29:05Z
@greamyivalarosimarmata4881,enak bgtt,2023-06-28T11:10:03Z
@windrijayani,49jt,2023-06-28T06:50:52Z
@alyashavira8827,gas 50 juta yuk,2023-06-28T04:17:00Z
@krisfiyan2148,27623 49 juta views gas 50 juta views,2023-06-27T15:54:27Z
@fennynur595,yor song,2023-06-27T15:20:34Z
@siikrucil6233,yuhuuu 49m views done lanjoot,2023-06-27T14:34:01Z
@Yacen.81_84,yeayy 49 juta views keep streaming mootiara,2023-06-27T11:56:17Z
@UmbiAnksh,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-06-26T15:55:34Z
@AbdKarimSutanto,lagu sejuta kenangan 2022,2023-06-26T08:14:12Z
@fa_fa9972,otw 49jt yuuuu gass poooll moo,2023-06-26T01:59:09Z
@mhmmdikhpan6252,kereng banget lohh ka makasi uda nenemin hariku mudah,2023-06-25T22:26:27Z
@federicopeter2531,gak salah salah mencintaimu,2023-06-25T18:14:08Z
@aleeshazahra-fm2bg,mantan,2023-06-25T13:02:42Z
@nengyiyiwidianingsih5489,faisal mamah rindu nak smg kelak keluarga berkumpul surga nya allah,2023-06-25T11:33:58Z
@windrijayani,48jt,2023-06-25T04:38:13Z
@riskifauziahafni6367,gak tau ntah yng galaukansementara putar janji setia tu berasa galau gak yng sedihkanada yng gak kayak we,2023-06-25T03:34:11Z
@merlindamawar5859,jomblo menangis,2023-06-25T00:45:50Z
@UmbiAnksh,hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari,2023-06-24T16:41:22Z
@Ilham23Channel,percaya cinta semenjak tinggal ayah ibuku tinggal ibunya anakanakku,2023-06-24T14:56:56Z
@ibnurusadi1830,q rindu rasullullah,2023-06-24T13:51:22Z
@bosokers1445,ak berharap,2023-06-24T05:27:36Z
@sadewomutu4746,i love you auliyaa eka dewanti,2023-06-23T15:42:24Z
@wh109,video ngebut ya dibanding musik video tiara dah 50juta aja,2023-06-23T12:17:22Z
@rizkatahir1371,gw tau kalo alshat ahmad video,2023-06-23T06:32:59Z
@lark5569,i love you tiara,2023-06-23T02:12:32Z
@Leksmou,raisa,2023-06-23T00:45:58Z
@csmchannel,tertahan karna ego setia,2023-06-22T12:04:17Z
@agustina6461,pacaran aja berpalink gmn klo pas istri nya bom hitoshima terulang,2023-06-22T11:44:39Z
@lukmanatuatutujuh6078,gimana nasib macannya tiara,2023-06-22T07:22:44Z
@heraaa99,login,2023-06-22T00:14:44Z
@rizkyfidiansyah2768,gas 49 juta moo up lagu tega,2023-06-22T00:06:47Z
@aziziarsyad9701,bagus banget suara bebeb niii,2023-06-21T05:39:40Z
@radiussuryaprawira9228,suka banget lagunya,2023-06-21T05:34:16Z
@ekafahmirahmawati2973,bismillah semoga lbh deket ya yank lbh pnya anak smoga jarak memisahkan sebentar smoga ldm an gak ga sanggup gini pengen nangis maaf ya klo cengeng tp kehadiran mu yank,2023-06-20T11:55:07Z
@laelinurhilal9224,saking ngena nya denger lagu suka nangis kangen ayang,2023-06-20T07:52:41Z
@alsyamikacintaqu6718,tau kah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-06-19T20:14:00Z
@alsyamikacintaqu6718,penambahan view 84294,2023-06-19T20:11:10Z
@alsyamikacintaqu6718,assalamualaikum sayang selamat utk ya selamat nya 19 42 happy anniversary cintanya akumau rumah lgi private gak ketemu cari ahirnya pilih tinggalin jejak nya lgi happy anniversary harapan bismillah bahagia milik slu dlm lindungan rahmat nya sehat slu slu terlimpah rahmat nikmat karunianya indah nya bismillah kau dlm fayakun nyaamin ya rob luvu kesayanganku slu utk kau ku miliki ku lepas 19122023 0006 wib,2023-06-18T17:07:15Z
@nonvevie5368,selesai syuting musik video si alshad pergi kencan ama mantan nya ampe si mantan hamil lol,2023-06-18T05:14:14Z
@ayulestarimeilinda2488,ldr denger lagu iniapa ga galau brutal,2023-06-18T04:29:13Z
@viviprastari97,seneng banget ngeliat berdua ikutan ngerasain sad nya kuat ty,2023-06-18T01:14:24Z
@syariatulhasanah3100,gass 50 juta,2023-06-18T00:27:50Z
@aseprangga130,hujan lebat banget mendengarkan lagu janji setia hujan turun mewakili hati sumedang jawa barat sabtu 17 juni 2023 jam 1503,2023-06-17T08:03:39Z
@GustiBagus-dt3du,tiada tanding sih lagunya,2023-06-17T07:38:15Z
@delimapanjaitan7573,tiada,2023-06-17T00:27:12Z
@eyssryn,mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho,2023-06-16T14:19:15Z
@anikaalsyamquu19112,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-06-16T13:59:47Z
@anksh19indahpadawaktunya44,wow udah 48 juta aja nich janset gas moo 2 juta lgi 50 juta penambahan view 84331 kemarin 93157,2023-06-15T21:29:21Z
@nadakadevi8862,sayang banget musik video nya sebgus,2023-06-15T14:40:13Z
@GustiBagus-dt3du,lagu titi suka banget,2023-06-15T13:21:14Z
@fuadson65,kukira raisa,2023-06-15T09:10:33Z
@diarigim9679,pom pom girl,2023-06-15T07:35:07Z
@afriawankadritutorial476,reffnya bikin ku rindu anakku lg kampung gara2 kerja istriku kota,2023-06-15T07:12:18Z
@danilzulani,menunggu musik video diremake,2023-06-15T06:22:35Z
@sandikaaldiro,ttp menantimu,2023-06-15T04:51:14Z
@muhammadhevrykurniawan4217,vibes kekasih vibes rasul,2023-06-15T01:44:00Z
@ellinaprianti8419,semga in jenset mencapai 48jt aamiin bismillah,2023-06-15T01:34:46Z
@denitaputriana197,awali janji setia,2023-06-14T23:58:26Z
@susipraja9146,yahhhh udahh janji setia rilis lagu tegaaaa,2023-06-14T17:08:20Z
@UmbiAnksh,percayalah kasih jarak menghapus janji setia menjaga hati,2023-06-14T13:32:42Z
@dausfirdaus8627,mantapppppp,2023-06-14T00:07:19Z
@user-cb5mr7vk5b,balesannya tega ya,2023-06-13T05:20:23Z
@reginaauliaputri1526,lagunya bener cocok kaum ldr sprti suami,2023-06-12T12:00:43Z
@SecretAdmirer07,janji setia benar2 dijalani patut ditunggu kelanjutan kisahnyaa,2023-06-12T05:23:40Z
@Brayly..,gegara lagu tega gua cari tau lagu,2023-06-12T02:34:40Z
@anikaangela1927,mengerti smua pungkiri miliki bumi dikala sepi mu andai ku genggam tanganmu rindu didalam hatiku luvu kesayanganku sh nya,2023-06-11T19:27:08Z
@anikaangela1927,tenang nyaman serasa nyanyiin titi taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-06-11T19:25:09Z
@turu7176,232,2023-06-11T16:47:01Z
@anikaangela1927,penambahan view 104857 kemarin 95591 alhamdulillah 100 ribu penambahan view hariannya kunci ya moo 100 ribu biar cepet 50 juta,2023-06-11T16:46:30Z
@bangcal7231,258,2023-06-11T14:00:37Z
@Ms.Dear9690,tiaraalshad apakabar skg,2023-06-11T13:10:16Z
@dejavutrio-tx8uc,janji setiaa,2023-06-11T07:50:39Z
@hermanaja2994,lagu ny sesuai perjalanan percintaan tiara andini,2023-06-11T07:43:09Z
@anikaangela1927,mengerti smua pungkiri miliki bumi sepi mu andai ku genggam tanganmu khan rindu didalam hatiku taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati luvu biii sh nya 11062023 0912 wib,2023-06-11T02:13:19Z
@anikaangela1927,taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-06-10T19:08:01Z
@firmansopandi446,kesini karna kangen liat b2,2023-06-10T14:56:25Z
@ferriferdian7477,mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho,2023-06-10T02:46:00Z
@redmoon5314,sayang berat keputusan berpisah sayang tp gak menghambat mu merusak hubungan mu ortu mu memilih ku karna seamin mencinta takdir merestui jgn salahkan perasaan merelakan raga mu kenangan biarlah abadi sepi e2023 june,2023-06-10T02:20:19Z
@user-bb4rh7we5g,21,2023-06-09T12:51:02Z
@mumthazacaca8279,rbyunmhf,2023-06-09T03:11:34Z
@mizzzavjazz4460,i love this song so muchtq tiara,2023-06-09T01:50:31Z
@bidangpajakdaerah8140,nice,2023-06-09T01:22:04Z
@zulfarosyadah4972,sedih banget ngrewatch,2023-06-08T14:04:51Z
@SukaMusik112,kangen alshad tiara mama selen papa selen,2023-06-08T13:08:12Z
@juwitaaprillia_8433,ti gua kangen kek gini ga bosenbosen nontonin musik video sukses,2023-06-08T03:04:58Z
@muazzam8137,berkarya mbak mahalini jaga kesehatan ya lupa sedekah kpd membutuhkan,2023-06-07T16:41:26Z
@ardifirmansyah4647,bersamaku luka pamitlah temukan kau bahagia,2023-06-07T16:10:32Z
@hehehe3029,tega r,2023-06-07T13:57:18Z
@rekamjejak8969,astaqfirullah ya tuan yesus,2023-06-07T07:46:50Z
@rizkyfidiansyah2768,gas 48 juta up tega moo,2023-06-07T03:18:52Z
@AudreyBagus-sg6fq,gua laki bet asli denger lagu dimotor auto nangis sesenggukan lagunya bener bener relate sm kehidupan gue skrg karna gue janji alm nyokap gue bener bener rindu sm alm nyokap pengen gandeng genggam tanganya kaya thankyou tiara andini lagu lagu indah gue u re the best,2023-06-07T00:29:14Z
@RismaWati-is1cd,kasian yaa andainya sm andres bahagia kyk lili mahal milih alzad,2023-06-06T13:08:18Z
@syariatulhasanah3100,47m keren,2023-06-06T12:09:39Z
@andikajulian93,254 part the best,2023-06-06T09:46:32Z
@surya_pratama10,tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati keep streaming mootiara bali 06062023,2023-06-06T06:40:05Z
@krisfiyan2148,5623 47 juta views,2023-06-05T15:40:15Z
@vearlyanaayu2917,47m,2023-06-05T06:48:30Z
@myangelalsyamika2522,15 ribu 46 juta view,2023-06-04T15:41:42Z
@anikaasmaraangelika6191,percayalah kasih jarak menghapus janji setia menjaga hati luvu biii sh nya,2023-06-04T13:14:41Z
@haniayumaharani1813,kangen liat puter lagu liat,2023-06-04T06:50:38Z
@melindaamaliaputri9527,besok ldr,2023-06-04T06:21:55Z
@fa_fa9972,otw 47jt lanjuuut gasss trs tega,2023-06-04T05:42:56Z
@didifhanan8833,nyesek nonton musik video trz nonton musik video mentega,2023-06-03T13:39:48Z
@fadilahdilah6075,cocok banget kaum ldran kek,2023-06-03T13:04:04Z
@topankripsiarto5462,suaranya lembut,2023-06-03T12:45:27Z
@AbdKarimSutanto,nemu aja orang awam ngira lagulagu tiara lagu raisa suara halnya orang sulit membedakan suara rossa siti nurhaliza suara tiara raisa dengar bedakan tiara raisa pokoknya suara tiara husky voicenya halus,2023-06-03T12:26:22Z
@wildaanggun1659,gimana perasaan tiara nyanyi lagu sesakit krn alshad,2023-06-03T10:13:56Z
@IgaLesty,habis dengerin lagu tega trus janji setia,2023-06-03T03:27:12Z
@IdaSuprapto-oy4pj,spill ya singel tega jalan ceritanya sedih berkarya tiara you deserved the best from allah,2023-06-02T23:22:49Z
@siskazanjuma9570,tata rambut syal musik video terbaru tiara,2023-06-02T18:29:02Z
@Algian48,gak ngefansngefansnan emang ni anak ngasih nyawa lagu deep ngena bikin dengar kayak belaibelai lembut tidur gak teriak teriak gak nyawa bikin telinga congean,2023-06-02T12:46:06Z
@sitirofiah7470,semangat tiara gapai citamu silau dg ap menyilaukan km km bs lupa semoga sukses dlm lindungan allah swtdijauhkan dr orang munafikorang menjahati km amiiin,2023-06-02T10:55:29Z
@danzd2186,lagu masterpiece nya tiara android,2023-06-02T06:51:43Z
@girlyclashofclans,pengen dibuatin lagu ttg seroang wanita suka lelaki si lelaki udah pacar si lelaki suka si wanita sayang si lelakinya malu ngungkapin si wanita nahan sedih tau kalo si lelaki udh pacar posisi ginii,2023-06-02T06:20:27Z
@yulikarmentz6163,mba mentega emg gurih,2023-06-02T05:59:54Z
@denitaputriana197,dengerin harinya,2023-06-02T02:37:55Z
@medjourneycenter1570,mondarmandir janji setia cintanya tega,2023-06-02T01:48:37Z
@medjourneycenter1570,janji setia lahirlah tega iya tega bangettt orang janji setia dibikin,2023-06-02T01:47:26Z
@dianaramadhani7507,ldr tertulis lauhul mahfudz,2023-06-02T00:35:47Z
@sugionoputra6168,mudah percaya janji orang,2023-06-01T21:03:26Z
@maslianibutarbutar588,syal pake titi kayak musik video tega pas titi marah pacarnya selingkuh,2023-06-01T19:21:07Z
@pengagumrahasia8602,tega release tetep bolak streaming karya karya indah tiara lagu mya enak,2023-06-01T18:38:34Z
@libraboys2562,ayokkk mampir lagu tiara tega enakkk banget sampe nyesekk gitu liriknya,2023-06-01T17:38:41Z
@mermaidcangtip,vibesnya 2022 banget,2023-06-01T15:47:44Z
@RosAti-js6um,watur suwun,2023-06-01T10:52:26Z
@RosAti-js6um,upppss,2023-06-01T10:52:01Z
@RosAti-js6um,be grazy guy,2023-06-01T10:51:36Z
@RosAti-js6um,be nonsen,2023-06-01T10:51:09Z
@RosAti-js6um,orang pinginkn seprti diriku tahukn mnyakiti mu,2023-06-01T10:50:03Z
@RosAti-js6um,lucukn dirimu inikan,2023-06-01T10:49:22Z
@Sheila05Sheila,meninggalkan kenangan juni 2023 lagu mengena gambaran hamil muda suami ditugaskan papua semoga bertemu sehat aamiin,2023-06-01T01:03:26Z
@sakhihafizzah8127,langsung keinget mantan,2023-05-31T15:30:04Z
@noraisyah7601,kangen ama berdua kesini lagisemoga d terbaiktuhan tau buruk kalianmaafin aq move on ber2,2023-05-31T02:13:59Z
@budiawan2379,terpisahkan jarak udah janji setia menjaga hatii,2023-05-30T14:20:40Z
@Ghaska,janji setia,2023-05-30T13:27:31Z
@lutvianachrystie9563,dengerin kalo kangen auto mewek hamilldr suami,2023-05-30T10:55:52Z
@masakecilku7249,lyodra top dipanggung karya tiara bagus,2023-05-29T21:14:35Z
@ADEL-uv4ug,ak kgn banget sm km tpi km udh sm wkwk emng udh jlnnya gni kali ya hhe,2023-05-29T05:53:39Z
@komanglina-ov9nf,lagu bagus banget bikin keinget mantan andai ulang liriknya bikin sedihh,2023-05-29T00:23:28Z
@andriliem3233,ga sensor ya char priadi video clip,2023-05-28T23:17:16Z
@afivaatslha9290,sumpah gue kangen banget sm mama papa selennn lg,2023-05-28T14:35:22Z
@lialia8990,gimana hubungan,2023-05-28T07:23:33Z
@anikaangela1927,taukah dirimu betapa diriku merindukanmu hadirmu,2023-05-27T16:20:15Z
@anikaangela1927,percayalah kasih jarak menghapus janji setia menjaga hati luvu biii sh nya,2023-05-26T21:35:41Z
@anikaangela1927,penambahan view 94122 kemarin 94112,2023-05-26T21:32:57Z
@animalcute810,udah 46jt aja inih denger sampe tetep ga bosenya,2023-05-26T11:45:47Z
@syahrillutfi3158,inget oma nanakot,2023-05-26T07:26:13Z
@hannisafira4596,klip nya sma alshad skrg dh putus,2023-05-26T04:27:42Z
@TumilaWati-ph5vc,suka,2023-05-25T08:36:21Z
@ridwankamarudin1546,p,2023-05-25T02:24:01Z
@enjoythevideo7416,make it 50m as fast as possible yuk,2023-05-25T01:29:14Z
@daranethasa5644,gw kangen woyy,2023-05-24T16:38:55Z
@anikaangela1927,selamat utk 47 juta nya smoga konsisten biar cepet 50 juta,2023-05-24T15:18:14Z
@krisfiyan2148,24523 46 juta views,2023-05-24T14:52:07Z
@user-oz4lp9bt8k,1 th gw tau lagu tiara gw nyanyi banget,2023-05-24T01:59:04Z
@anikaangela1927,andai ku genggam tanganmu rindu didalam hatiku taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-05-24T00:15:13Z
@anikaangela1927,penambahan view 84832 kemarin 78761 buletin moo jadiin 100 rb24 jam biar masuk 100 teratas musik video populer indonesia,2023-05-24T00:14:27Z
@sparkfly89,pelangi orang buta warna,2023-05-23T12:11:23Z
@humanwolf288,pas mampir kemari bnyk warga halu nyuruh2 titi come back,2023-05-23T11:26:08Z
@putropendowoofficial7313,maaf kesini corolla dx wkwkwk,2023-05-23T09:27:06Z
@rizkyfidiansyah2768,gas 46 juta up glorious ltz,2023-05-23T06:12:27Z
@Cc-fh2rq,taukah dirimu betapa diriku merindukan hadirmu,2023-05-23T01:59:29Z
@ekandarisiwihutami1644,salfok mobil dx sepertibyg kupunya,2023-05-22T23:18:55Z
@ashasfr7034,masya allah enak x lagunyamerdu bangeettbening yaallah tiara the bestmenyentuh banget suaranya,2023-05-22T18:02:29Z
@watashianimek_,ad papahny jinora eshan selen nihh jinora cntk gntng banget si papa sm mam eshan iylh papa mama gw tuh selen dihh it papa sm mama ak wlee jinora eshan said yeuuu si bocil,2023-05-22T15:13:43Z
@UmbiAnksh,45831810 x ditonton 2136 wib 22052023 570 ribu like 89 ribu komen 222 juta subscriber,2023-05-22T14:36:57Z
@UmbiAnksh,yuuuk janset tunjukan pesona mu awas cinta nya udah geser posisi mendi top 5 single populer spotify bentar lgi geser dirimu mbak meren lomangat janset yuuuk lgi,2023-05-22T14:32:25Z
@Evhoykahfi-fs9vx,kangen,2023-05-22T02:38:40Z
@Evhoykahfi-fs9vx,kangen sedih tuh pisah,2023-05-22T02:38:17Z
@salwa3707,pengen ngeliat kk titi colab kk alsadddd,2023-05-21T23:52:54Z
@feriocivic7041,boyo,2023-05-21T16:14:19Z
@husainazis5547,janji setia lirik mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho sumbermusixmatch,2023-05-21T03:01:32Z
@saniatunfatimah301,musik video nyesek liatnya,2023-05-20T11:38:17Z
@user-ww9ef9et4u,titi come back yu ti aaku kangen momen imi,2023-05-20T05:43:41Z
@triaseidapratiwi3548,tiii kangen iniiii,2023-05-19T22:34:56Z
@AlulakhaizzaAfisabia,bohong,2023-05-19T15:43:17Z
@rianggulo8913,cowonya pendek,2023-05-19T15:32:51Z
@emaknyadlyrics3110,selamat 223m subscribers channel tiara andini 8 222m 10k 8,2023-05-19T14:50:40Z
@pinkytawa2695,harapan,2023-05-19T14:23:57Z
@lutfiilmiatulbachrianihury284,angel angel alshad,2023-05-19T06:12:59Z
@anksh19indahpadawaktunya44,hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari,2023-05-18T13:07:30Z
@anksh19indahpadawaktunya44,45521939 x ditonton 2006 wib 18052023 570 ribu like 89 ribu komen 222 juta subscriber,2023-05-18T13:06:52Z
